side,b,kv,truth,model,ape,stratum
old,4,761,7.651088759303093,7.29265208428842,0.04684779987408241,B
new,4,765,7.651088759303093,7.292585800314555,0.04685646321285033,B
old,4,765,7.651088759303093,7.292585800314555,0.04685646321285033,B
new,4,769,7.650325074791908,7.29251951634069,0.04676998100776142,B
old,4,769,7.650325074791908,7.29251951634069,0.04676998100776142,B
new,4,773,7.650325074791908,7.2924532323668245,0.04677864521133672,B
old,4,773,7.650325074791908,7.2924532323668245,0.04677864521133672,B
new,4,777,7.646637037396431,7.292386948392959,0.04632756691222376,B
old,4,777,7.646637037396431,7.292386948392959,0.04632756691222376,B
new,4,781,7.646637037396431,7.292320664419094,0.04633623529461736,B
old,4,781,7.646637037396431,7.292320664419094,0.04633623529461736,B
new,4,785,7.643671706318855,7.292254380445229,0.045974937095102794,B
old,4,785,7.643671706318855,7.292254380445229,0.045974937095102794,B
new,4,789,7.64097273349762,7.292188096471364,0.04564662762074815,B
old,4,789,7.64097273349762,7.292188096471364,0.04564662762074815,B
new,4,793,7.64097273349762,7.2921218124974985,0.045655302429071266,B
old,4,793,7.64097273349762,7.2921218124974985,0.045655302429071266,B
new,4,797,7.643671706318855,7.292055528523633,0.04600095233087374,B
old,4,797,7.643671706318855,7.292055528523633,0.04600095233087374,B
new,4,801,7.640644907951355,7.291989244549768,0.04563170617165484,B
old,4,801,7.640644907951355,7.291989244549768,0.04563170617165484,B
new,4,805,7.639098912477493,7.291922960575903,0.04544723872268794,B
old,4,805,7.639098912477493,7.291922960575903,0.04544723872268794,B
new,4,809,7.639098912477493,7.291856676602038,0.045455915658884814,B
old,4,809,7.639098912477493,7.291856676602038,0.045455915658884814,B
new,4,813,7.639098912477493,7.291790392628172,0.0454645925950817,B
old,4,813,7.639098912477493,7.291790392628172,0.0454645925950817,B
new,4,817,7.639098912477493,7.291724108654307,0.04547326953127857,B
old,4,817,7.639098912477493,7.291724108654307,0.04547326953127857,B
new,4,821,7.639098912477493,7.291657824680442,0.04548194646747545,B
old,4,821,7.639098912477493,7.291657824680442,0.04548194646747545,B
new,4,825,7.637137547135353,7.291591540706577,0.045245486845839074,B
old,4,825,7.637137547135353,7.291591540706577,0.045245486845839074,B
new,4,829,7.637137547135353,7.291525256732712,0.0452541660104418,B
old,4,829,7.637137547135353,7.291525256732712,0.0452541660104418,B
new,4,833,7.639098912477493,7.291458972758846,0.045507977276066085,B
old,4,833,7.639098912477493,7.291458972758846,0.045507977276066085,B
new,4,837,7.639098912477493,7.291392688784981,0.04551665421226297,B
old,4,837,7.639098912477493,7.291392688784981,0.04551665421226297,B
new,4,841,7.639098912477493,7.291326404811116,0.045525331148459844,B
old,4,841,7.639098912477493,7.291326404811116,0.045525331148459844,B
new,4,845,7.637137547135353,7.291260120837251,0.04528888266885268,B
old,4,845,7.637137547135353,7.291260120837251,0.04528888266885268,B
new,4,849,7.637137547135353,7.2911938368633855,0.0452975618334554,B
old,4,849,7.637137547135353,7.2911938368633855,0.0452975618334554,B
new,4,853,7.637137547135353,7.29112755288952,0.04530624099805812,B
old,4,853,7.637137547135353,7.29112755288952,0.04530624099805812,B
new,4,857,7.637137547135353,7.291061268915655,0.045314920162660845,B
